"VisitID","Species","Lifestage","ModeledArea","WUA","normalizedWUA","SiteName","WatershedName","VisitYear","Stream","juv.length.m","juv.terr.m2","redd.area.m2","capacity"
964,"Chinook","Spawner",2869.49,886.9010198,0.309079669,"ORW03446-137980","Upper Grande Ronde",2012,"Catherine Creek",NA,NA,6.7,33.0933216343284
964,"Steelhead","Spawner",2869.49,972.6041337,0.338946689,"ORW03446-137980","Upper Grande Ronde",2012,"Catherine Creek",NA,NA,4.8,50.656465296875
968,"Chinook","Spawner",854.97,257.0777102,0.300686235,"CBW05583-086954","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,6.7,9.59245187313433
968,"Steelhead","Spawner",854.97,275.0141127,0.321665219,"CBW05583-086954","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,4.8,14.323651703125
969,"Chinook","Spawner",996.32,302.9484471,0.304067415,"CBW05583-381866","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,6.7,11.3040465335821
969,"Steelhead","Spawner",996.32,308.0836937,0.309221629,"CBW05583-381866","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,4.8,16.0460257135417
97,"Chinook","Spawner",2920.48,1032.472271,0.35352828,"CBW05583-321338","Upper Grande Ronde",2011,"Grande Ronde River",NA,NA,6.7,38.525084738806
97,"Steelhead","Spawner",2920.48,1064.772406,0.364588152,"CBW05583-321338","Upper Grande Ronde",2011,"Grande Ronde River",NA,NA,4.8,55.4568961458333
972,"Chinook","Spawner",672.48,165.385087,0.245933094,"CBW05583-013226","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,6.7,6.1710853358209
972,"Steelhead","Spawner",672.48,168.6028482,0.250718011,"CBW05583-013226","Upper Grande Ronde",2012,"South Fork Catherine Creek",NA,NA,4.8,8.78139834375
973,"Chinook","Spawner",2077.06,1023.37967,0.492705878,"CBW05583-417962","Upper Grande Ronde",2012,"Catherine Creek",NA,NA,6.7,38.1858085820895
973,"Steelhead","Spawner",2077.06,1119.791816,0.53912348,"CBW05583-417962","Upper Grande Ronde",2012,"Catherine Creek",NA,NA,4.8,58.3224904166667
10,"Chinook","Spawner",300.55,48.89309952,0.162678754,"CBW05583-060011","Wenatchee",2011,"Chumstick Creek",NA,NA,6.7,1.82436938507463
10,"Steelhead","Spawner",300.55,76.69129995,0.255169855,"CBW05583-060011","Wenatchee",2011,"Chumstick Creek",NA,NA,4.8,3.9943385390625
1000,"Chinook","Spawner",278.19,25.69659985,0.092370681,"CBW05583-095602","John Day",2012,"Murderers Creek",NA,NA,6.7,0.95882835261194
1000,"Steelhead","Spawner",278.19,38.77999994,0.139401129,"CBW05583-095602","John Day",2012,"Murderers Creek",NA,NA,4.8,2.01979166354167
1001,"Chinook","Spawner",402.2,37.41279938,0.093020386,"CBW05583-357746","John Day",2012,"Murderers Creek",NA,NA,6.7,1.39599997686567
1001,"Steelhead","Spawner",402.2,94.65960018,0.23535455,"CBW05583-357746","John Day",2012,"Murderers Creek",NA,NA,4.8,4.930187509375
1006,"Chinook","Spawner",2346.92,1485.592894,0.632996819,"WENMASTER-000298","Wenatchee",2012,"Chiwaukum Creek",NA,NA,6.7,55.4325706716418
1006,"Steelhead","Spawner",2346.92,1652.363184,0.704056033,"WENMASTER-000298","Wenatchee",2012,"Chiwaukum Creek",NA,NA,4.8,86.0605825
1013,"Chinook","Spawner",217.14,26.23709972,0.120830339,"WC503432-000152","Wenatchee",2012,"Tronsen Creek",NA,NA,6.7,0.978996258208955
1013,"Steelhead","Spawner",217.14,36.64020002,0.168739984,"WC503432-000152","Wenatchee",2012,"Tronsen Creek",NA,NA,4.8,1.90834375104167
1014,"Chinook","Spawner",13156.72,5794.270939,0.440403911,"ENT00001-2A6","Entiat",2012,"Entiat River",NA,NA,6.7,216.204139514925
1014,"Steelhead","Spawner",13156.72,6641.668245,0.504811856,"ENT00001-2A6","Entiat",2012,"Entiat River",NA,NA,4.8,345.92022109375
1019,"Chinook","Spawner",5274.82,1769.834929,0.33552518,"CBW05583-330923","Wenatchee",2012,"Little Wenatchee River",NA,NA,6.7,66.0386167537313
1019,"Steelhead","Spawner",5274.82,1957.985995,0.371194846,"CBW05583-330923","Wenatchee",2012,"Little Wenatchee River",NA,NA,4.8,101.978437239583
1020,"Chinook","Spawner",14680.34,6995.782158,0.476540881,"ENT00001-2A6","Entiat",2012,"Entiat River",NA,NA,6.7,261.036647686567
1020,"Steelhead","Spawner",14680.34,7707.624827,0.525030403,"ENT00001-2A6","Entiat",2012,"Entiat River",NA,NA,4.8,401.438793072917
1021,"Chinook","Spawner",2080.46,1238.137492,0.595126795,"ENT00001-Mad14","Entiat",2012,"Mad River",NA,NA,6.7,46.1991601492537
1021,"Steelhead","Spawner",2080.46,1332.45039,0.640459509,"ENT00001-Mad14","Entiat",2012,"Mad River",NA,NA,4.8,69.3984578125
1022,"Chinook","Spawner",1785.39,989.1663928,0.554033792,"ENT00001-Mad23","Entiat",2012,"Mad River",NA,NA,6.7,36.909193761194
1022,"Steelhead","Spawner",1785.39,1092.878489,0.612123115,"ENT00001-Mad23","Entiat",2012,"Mad River",NA,NA,4.8,56.9207546354167
1026,"Chinook","Spawner",699.27,394.872797,0.56469289,"CBW05583-001487","Lemhi",2012,"Big Timber Creek",NA,NA,6.7,14.7340595895522
1026,"Steelhead","Spawner",699.27,411.3278972,0.588224716,"CBW05583-001487","Lemhi",2012,"Big Timber Creek",NA,NA,4.8,21.4233279791667
1027,"Chinook","Spawner",1372.73,839.5927945,0.611622675,"CBW05583-080335","Lemhi",2012,"Big Timber Creek",NA,NA,6.7,31.3280893470149
1027,"Steelhead","Spawner",1372.73,866.1600933,0.630976298,"CBW05583-080335","Lemhi",2012,"Big Timber Creek",NA,NA,4.8,45.112504859375
1028,"Chinook","Spawner",328.46,71.91419935,0.218943553,"CBW05583-442831","Lemhi",2012,"Canyon Creek",NA,NA,6.7,2.68336564738806
1028,"Steelhead","Spawner",328.46,100.3325001,0.305463375,"CBW05583-442831","Lemhi",2012,"Canyon Creek",NA,NA,4.8,5.225651046875
1029,"Chinook","Spawner",1080.81,424.4222969,0.392689091,"CBW05583-028079","Lemhi",2012,"Bear Valley Creek",NA,NA,6.7,15.836652869403
1029,"Steelhead","Spawner",1080.81,490.6526972,0.453967577,"CBW05583-028079","Lemhi",2012,"Bear Valley Creek",NA,NA,4.8,25.5548279791667
1030,"Chinook","Spawner",450.37,129.8755992,0.288375334,"CBW05583-154063","Lemhi",2012,"Texas Creek",NA,NA,6.7,4.84610444776119
1030,"Steelhead","Spawner",450.37,130.8308992,0.290496479,"CBW05583-154063","Lemhi",2012,"Texas Creek",NA,NA,4.8,6.81410933333333
1032,"Chinook","Spawner",5540.62,3118.276607,0.562802828,"ENT00001-3A3","Entiat",2012,"Entiat River",NA,NA,6.7,116.353604738806
1032,"Steelhead","Spawner",5540.62,3596.080969,0.649039452,"ENT00001-3A3","Entiat",2012,"Entiat River",NA,NA,4.8,187.295883802083
1033,"Chinook","Spawner",7203.22,4472.279025,0.620872197,"ENT00001-3A5","Entiat",2012,"Entiat River",NA,NA,6.7,166.876083022388
1033,"Steelhead","Spawner",7203.22,4024.208071,0.558667939,"ENT00001-3A5","Entiat",2012,"Entiat River",NA,NA,4.8,209.594170364583
